make_model,year,price_usd,transmission,color,body_type,engine_cap,engine_type,wheel_pos,mileage,city,car_link,date,age
Hyundai Santa Fe,2009,11000,автомат,серебристый,внедорожник 5 дв.,2.0,дизель,руль слева,172 000 км,Бишкек,https://www.mashina.kg/details/hyundai-santa-fe-643a1402eeb8b216640790,04_15_2023,14
Subaru Outback,2015,19300,вариатор,серебристый,универсал,2.5,бензин,руль слева,47 000 км,Бишкек,https://www.mashina.kg/details/subaru-outback-643959c448ed6906979995,04_15_2023,8
Mercedes-Benz E-класс,2004,10700,автомат,серебристый,седан,3.2,бензин,руль слева,212 000 км,Бишкек,https://www.mashina.kg/details/mercedes-benz-e-klass-643a1181e982f962471738,04_15_2023,19
Ford Mondeo,2004,5062,механика,серебристый,седан,2.0,бензин,руль слева,150 000 км,Бишкек,https://www.mashina.kg/details/ford-mondeo-643a10c124899522639096,04_15_2023,19
Subaru Legacy,2003,6800,автомат,серебристый,седан,2.0,бензин,руль справа,220 000 км,Бишкек,https://www.mashina.kg/details/subaru-legacy-64387caae989f652885628,04_15_2023,20
Lexus RX,2004,14000,автомат,черный,внедорожник 5 дв.,3.0,бензин,руль слева,250 000 км,Бишкек,https://www.mashina.kg/details/lexus-rx-643a0c26e9bf2208753580,04_15_2023,19
Toyota Camry,2008,11500,автомат,серебристый,седан,2.4,бензин,руль слева,194 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-643a093aa9082515869797,04_15_2023,15
Hyundai Sonata,2017,17700,автомат,черный,седан,2.0,газ,руль слева,160 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-643968cb9a35d191981702,04_15_2023,6
Toyota Corolla Verso,2004,9300,робот,голубой,компактвэн,1.8,бензин,руль слева,176 000 км,Бишкек,https://www.mashina.kg/details/toyota-corolla-verso-643a034eb4903076145882,04_15_2023,19
Mercedes-Benz E-класс,2003,7200,автомат,синий,седан,3.2,дизель,руль слева,435 000 км,Бишкек,https://www.mashina.kg/details/mercedes-benz-e-klass-643a0328623c5394286483,04_15_2023,20
MINI Coupe,2023,6900,механика,серебристый,купе,1.6,бензин,руль слева,80 км,Бишкек,https://www.mashina.kg/details/mini-coupe-643a00f796f54595562258,04_15_2023,0
Toyota Prius,2013,13000,автомат,серебристый,хэтчбек 5 дв.,1.8,гибрид,руль слева,162 000 км,Бишкек,https://www.mashina.kg/details/toyota-prius-6439b3a2a3e64324309975,04_15_2023,10
Toyota Prius,2013,13000,автомат,синий,хэтчбек 5 дв.,1.8,гибрид,руль слева,83 000 км,Бишкек,https://www.mashina.kg/details/toyota-prius-6439b48174975884505560,04_15_2023,10
Toyota Camry,2016,17500,автомат,серебристый,седан,2.5,бензин,руль слева,89 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6439b51a879e0714873398,04_15_2023,7
Hyundai Sonata,2018,15299,автомат,белый,седан,2.0,газ,руль слева,157 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-6439f6eb7bf50760243379,04_15_2023,5
Infiniti FX,2007,11000,автомат,белый,внедорожник 5 дв.,3.5,бензин,руль слева,131 000 км,Бишкек,https://www.mashina.kg/details/infiniti-fx-6439dc26b61ba422609074,04_15_2023,16
Kia K7,2016,17500,автомат,серебристый,седан,3.0,газ,руль слева,166 000 км,Бишкек,https://www.mashina.kg/details/kia-k7-6439d79b72160679478330,04_15_2023,7
Toyota Allex,2003,8500,автомат,серый,хэтчбек 5 дв.,1.5,бензин,руль справа,227 000 км,Бишкек,https://www.mashina.kg/details/toyota-allex-6439d6b7dea2b688040033,04_15_2023,20
Hyundai Sonata,2016,12100,автомат,серебристый,седан,2.0,газ,руль слева,153 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-64392e570a3cf901315710,04_15_2023,7
Toyota Land Cruiser Prado,2003,15500,автомат,серебристый,внедорожник 5 дв.,3.0,дизель,руль слева,290 000 км,Бишкек,https://www.mashina.kg/details/toyota-land-cruiser-prado-64392d8394930459098578,04_15_2023,20
Chevrolet Volt,2012,12400,вариатор,черный,хэтчбек 5 дв.,1.4,гибрид,руль слева,124 000 км,Бишкек,https://www.mashina.kg/details/chevrolet-volt-64392d740cae2704093201,04_15_2023,11
Toyota Camry,2012,15000,автомат,белый,седан,2.5,бензин,руль слева,180 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6439a1e2efae6318728315,04_15_2023,11
Lexus RX,2006,15500,автомат,серебристый,внедорожник 5 дв.,3.5,бензин,руль слева,290 000 км,Бишкек,https://www.mashina.kg/details/lexus-rx-643a577929f4b668881303,04_15_2023,17
Volkswagen Golf,2003,6400,автомат,серебристый,хэтчбек 5 дв.,2.0,бензин,руль справа,186 000 км,Бишкек,https://www.mashina.kg/details/volkswagen-golf-643a5640e2453790166697,04_15_2023,20
Toyota Windom,2005,10200,автомат,белый,седан,3.0,бензин,руль справа,181 117 км,Бишкек,https://www.mashina.kg/details/toyota-windom-643a560f1d1e3059740085,04_15_2023,18
Honda Stepwgn,2003,7900,автомат,белый,минивэн,2.0,бензин,руль справа,179 000 км,Бишкек,https://www.mashina.kg/details/honda-stepwgn-643a55dd7f532342523088,04_15_2023,20
Toyota Camry,2004,11600,автомат,серый,седан,2.4,бензин,руль слева,190 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-643a55bb40b91279671294,04_15_2023,19
Toyota Ractis,2009,8200,вариатор,серебристый,хэтчбек 5 дв.,1.3,бензин,руль справа,273 200 км,Бишкек,https://www.mashina.kg/details/toyota-ractis-643a54c8da1dc446358383,04_15_2023,14
Volkswagen Passat,2004,3640,механика,серебристый,универсал,1.8,бензин,руль слева,989 898 км,Бишкек,https://www.mashina.kg/details/volkswagen-passat-643a4d7d64c30247356337,04_15_2023,19
Toyota Prius,2012,11600,автомат,серебристый,хэтчбек 5 дв.,1.8,гибрид,руль слева,201 432 км,Бишкек,https://www.mashina.kg/details/toyota-prius-643a543059db3736370459,04_15_2023,11
Toyota RAV4,2009,13500,автомат,золотистый,внедорожник 5 дв.,2.4,бензин,руль слева,0 км,Бишкек,https://www.mashina.kg/details/toyota-rav4-64392699a29cb758208484,04_15_2023,14
Kia K5 II Седан,2019,17500,автомат,белый,седан,2.0,газ,руль слева,105 000 км,Бишкек,https://www.mashina.kg/details/kia-k5-643a5332ecb55802585945,04_15_2023,4
Toyota Prius,2011,12000,автомат,серебристый,хэтчбек 5 дв.,1.8,гибрид,руль слева,361 919 км,Бишкек,https://www.mashina.kg/details/toyota-prius-643a5323c32cb778551491,04_15_2023,12
Lexus RX,2007,17000,автомат,черный,внедорожник 5 дв.,3.5,бензин,руль слева,268 000 км,Бишкек,https://www.mashina.kg/details/lexus-rx-643a52b25986b150728794,04_15_2023,16
Toyota Altezza,2003,4550,автомат,серебристый,универсал,2.0,бензин,руль справа,250 000 км,Бишкек,https://www.mashina.kg/details/toyota-altezza-643a529e30f7a415538047,04_15_2023,20
Kia K5 II Седан,2016,12900,автомат,серебристый,седан,2.0,газ,руль слева,111 111 км,Бишкек,https://www.mashina.kg/details/kia-k5-643a527c7450d637272156,04_15_2023,7
Honda CR-V,2008,15000,автомат,серебристый,внедорожник 5 дв.,2.4,бензин,руль слева,161 000 км,Бишкек,https://www.mashina.kg/details/honda-cr-v-643a526976642920606092,04_15_2023,15
Subaru Forester,2016,16800,вариатор,синий,внедорожник 5 дв.,2.5,бензин,руль слева,67 700 км,Бишкек,https://www.mashina.kg/details/subaru-forester-643a5209902c0589726779,04_15_2023,7
Kia K5 II Седан,2016,12600,автомат,серебристый,седан,2.0,газ,руль слева,0 км,Бишкек,https://www.mashina.kg/details/kia-k5-643a51b96d58b109509994,04_15_2023,7
Toyota RAV4,2004,9200,автомат,черный,внедорожник 5 дв.,2.0,бензин,руль слева,189 000 км,Бишкек,https://www.mashina.kg/details/toyota-rav4-64397bc65a4b5948501168,04_14_2023,19
Toyota Caldina,2003,6700,автомат,синий,универсал,2.0,бензин,руль справа,234 159 км,Бишкек,https://www.mashina.kg/details/toyota-caldina-6439798245f74353627277,04_14_2023,20
Toyota Camry,2010,13900,автомат,белый,седан,2.5,бензин,руль слева,148 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-64396f7256797331590966,04_14_2023,13
Toyota Camry,2003,9800,автомат,серебристый,седан,3.0,бензин,руль слева,338 525 км,Бишкек,https://www.mashina.kg/details/toyota-camry-643977d981019486118091,04_14_2023,20
Subaru Legacy,2012,13000,автомат,серебристый,седан,2.5,бензин,руль слева,0 км,Бишкек,https://www.mashina.kg/details/subaru-legacy-64397710aec06350902986,04_14_2023,11
Kia K5 II Седан,2016,16000,автомат,белый,седан,2.0,бензин,руль слева,56 000 км,Бишкек,https://www.mashina.kg/details/kia-k5-64397682a216e136709535,04_14_2023,7
Hyundai Elantra,2017,5750,автомат,серебристый,седан,2.0,бензин,руль слева,80 000 км,Бишкек,https://www.mashina.kg/details/hyundai-elantra-64397526a17f8962952526,04_14_2023,6
Honda Accord,2004,7999,автомат,серебристый,седан,2.0,бензин,руль справа,166 000 км,Бишкек,https://www.mashina.kg/details/honda-accord-6439744a9b4ea587414417,04_14_2023,19
Kia K5 II Седан,2017,12800,автомат,серебристый,седан,2.0,газ,руль слева,155 000 км,Бишкек,https://www.mashina.kg/details/kia-k5-643973cc62158860177907,04_14_2023,6
Hyundai Sonata,2019,17900,автомат,серебристый,седан,2.0,газ,руль слева,201 900 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-643973b37e5b5188592833,04_14_2023,4
Subaru Forester,2017,18500,вариатор,бордовый,внедорожник 5 дв.,2.5,бензин,руль слева,140 000 км,Бишкек,https://www.mashina.kg/details/subaru-forester-64398152e5636092803231,04_14_2023,6
Toyota Camry,2021,17800,вариатор,черный,седан,2.5,гибрид,руль слева,125 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6438bcd272259371560613,04_14_2023,2
Kia Morning,2016,7900,автомат,белый,хэтчбек 5 дв.,1.0,бензин,руль слева,90 000 км,Бишкек,https://www.mashina.kg/details/kia-morning-64398108c91b4211614429,04_14_2023,7
Hyundai Sonata,2016,13200,автомат,белый,седан,2.0,газ,руль слева,179 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-6437c14cd1af9591169281,04_14_2023,7
Chevrolet Volt,2014,13800,вариатор,черный,хэтчбек 5 дв.,1.4,гибрид,руль слева,110 387 км,Бишкек,https://www.mashina.kg/details/chevrolet-volt-643980f68edd3687062887,04_14_2023,9
Toyota Camry,2017,19800,автомат,серый,седан,2.5,бензин,руль слева,107 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-643980e8de12b714824216,04_14_2023,6
Subaru Outback,2006,11000,автомат,серый,универсал,3.0,бензин,руль слева,220 000 км,Бишкек,https://www.mashina.kg/details/subaru-outback-64397f18d501a528460200,04_14_2023,17
BMW 5 серии,2007,13000,автомат,черный,седан,2.5,бензин,руль слева,145 000 км,Бишкек,https://www.mashina.kg/details/bmw-5-serii-643980256e238544548385,04_14_2023,16
Mercedes-Benz S-класс,2005,10700,автомат,черный,седан,5.0,бензин,руль слева,260 000 км,Бишкек,https://www.mashina.kg/details/mercedes-benz-s-klass-643803106529a124704039,04_14_2023,18
Hyundai Sonata,2017,13700,автомат,серебристый,седан,2.0,газ,руль слева,274 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-64397e9ce7c8d469694354,04_14_2023,6
Subaru Outback,2004,7500,автомат,серый,универсал,2.5,бензин,руль справа,300 000 км,Бишкек,https://www.mashina.kg/details/subaru-outback-64397de767224116184938,04_14_2023,19
Lexus IS,2008,11900,автомат,белый,седан,2.5,бензин,руль слева,225 000 км,Бишкек,https://www.mashina.kg/details/lexus-is-64397d7e3c040962588235,04_14_2023,15
Hyundai Sonata,2017,16500,автомат,белый,седан,2.0,газ,руль слева,177 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-64397d4f418f8725486998,04_14_2023,6
